COMPANY_NAME,SECTOR_NAME,SYMBOL,OPEN_PRICE,CLOSE_PRICE,HIGH_PRICE,LOW_PRICE,TOTAL_TRADED_QUANTITY,BUSINESS_DATE
Sindhu Bikash Bank Ltd,Development Banks,SINDU,255,269.7,270,255,9379,4/12/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,257.5,268.2,270,257.5,31134,4/12/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,610,665,665,610,2092,4/12/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,620,629,631,619,705,4/12/2023
API POWER COMPANY LIMITED,Hydro Power,API,253,264,265,253,157450,4/12/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,509.8,530,531,502,3698,4/12/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,800.7,845,861,790.1,4772,4/12/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,700,725,725,700,3543,4/12/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,545,582,598,545,6440,4/12/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,234,237,241,233.6,22177,4/11/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,580,582,585,565,4297,4/11/2023
Janaki Finance Company Limited,Finance,JFL,360,359.4,360,353,3420,4/11/2023
ICFC Finance Limited,Finance,ICFC,400,406,409.5,395,17938,4/11/2023
Nepal Doorsanchar Company Limited,Others,NTC,810,805,810,794,14347,4/11/2023
Global IME Bank Limited,Commercial Banks,GBIME,183,183.5,183.9,180,58757,4/11/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,171.9,174,174.2,170,23860,4/11/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,305,310,311,300,18627,4/11/2023
Garima Bikas Bank Limited,Development Banks,GBBL,353,355,355,347,24937,4/11/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,309,311,311,303,27179,4/11/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,388,395,395,381,22467,4/11/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,524,525,530,520,4780,4/11/2023
Manjushree Finance Ltd.,Finance,MFIL,415,426.9,428,415,4562,4/11/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,330.8,328,332,324.2,27424,4/11/2023
Ridi Power Company Limited,Hydro Power,RIDI,304,299.1,304.7,297.9,43840,4/11/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,696.1,719,723,696,239,4/11/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,579,584,591,579,278,4/11/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,487,488,490,485,1477,4/11/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,694,703,709.9,694,130,4/11/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,186,192.9,193.2,184.6,112996,4/12/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,704,730,735,704,87390,4/12/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,227,242,242,226,38812,4/12/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,241,245,245,237,121862,4/12/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,590,622,622.2,587,11929,4/12/2023
Janaki Finance Company Limited,Finance,JFL,366.5,392.9,392.9,365,10992,4/12/2023
ICFC Finance Limited,Finance,ICFC,410,438,442,410,23511,4/12/2023
Nepal Doorsanchar Company Limited,Others,NTC,820,828,828,808,12123,4/12/2023
Global IME Bank Limited,Commercial Banks,GBIME,185,194.4,194.8,184,133689,4/12/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,175,184,184,175,39492,4/12/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,315,330,330,309,40253,4/12/2023
Garima Bikas Bank Limited,Development Banks,GBBL,355.1,370,370,355.1,29967,4/12/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,311.1,329.9,330,311,49018,4/12/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,395,415,418,395,35809,4/12/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,529.9,559,561,529,19402,4/12/2023
Manjushree Finance Ltd.,Finance,MFIL,434,461,461,429,29286,4/12/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,330,344,344.9,330,101942,4/12/2023
Ridi Power Company Limited,Hydro Power,RIDI,305,318.1,325,305,101872,4/12/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,732,755,755,716,1166,4/12/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,595,634.9,634.9,595,1422,4/12/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,497.7,522,522,497.7,5641,4/12/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,715,730,743.8,703,327,4/12/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,196,191,196,187,95095,4/13/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,735,722,740,719,73696,4/13/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,246,233,246,233,73627,4/13/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,249,245.9,249,241,105415,4/13/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,610,625,627,601,6797,4/13/2023
Janaki Finance Company Limited,Finance,JFL,400,377,400,377,9075,4/13/2023
ICFC Finance Limited,Finance,ICFC,446,429,447,425,26247,4/13/2023
Nepal Doorsanchar Company Limited,Others,NTC,830,818,838,815,10302,4/13/2023
Global IME Bank Limited,Commercial Banks,GBIME,198.2,189,201,188.2,91015,4/13/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,185.7,182,188,180.4,43201,4/13/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,334,320,335,318.5,28990,4/13/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,191.6,200.5,201,190,141930,4/12/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,269.9,280.5,281,266.6,100696,4/12/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1239,1285,1285,1230,4064,4/12/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,241,258,258,240,75007,4/12/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,591,612,615,591,1730,4/12/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,315,326.5,328,315,16805,4/12/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,732,765,776,730,1420,4/12/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,239,251,251,237.9,12255,4/12/2023
Himalayan Hydropower Limited,Hydro Power,HHL,282.5,296.1,299,277.1,16334,4/12/2023
Himalayan Bank Limited,Commercial Banks,HBL,237.7,231,239.7,231,83922,4/13/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,318,317,325.7,315.5,20014,4/13/2023
Everest Bank Limited,Commercial Banks,EBL,516,508,517,500.1,21341,4/13/2023
Siddhartha Bank Limited,Commercial Banks,SBL,270,259,270,258.1,25194,4/13/2023
Butwal Power Company Limited,Hydro Power,BPCL,325,320,325,318.6,12331,4/13/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,491,490,495.1,480,74304,4/13/2023
Sanima Bank Limited,Commercial Banks,SANIMA,250.5,248.5,251,243,40149,4/13/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,25000,24010,25200,24010,210,4/13/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2085.9,2010,2125,1995,29504,4/13/2023
Pokhara Finance Ltd.,Finance,PFL,380,370,380,366,5880,4/13/2023
NMB Bank Limited,Commercial Banks,NMB,236.7,235,239,231.4,61719,4/13/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,325,319.9,330,318,5927,4/13/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,320,315.5,336,315.5,5264,4/13/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,816,810,816,780.9,5957,4/13/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,305,300,309.9,298,63728,4/13/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,645,615.5,645,615.5,1296,4/13/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,282,276.9,284.8,274,27616,4/13/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,300,294,304,294,17712,4/13/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,601,600,615,593,2866,4/13/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,274,261.8,275,254.6,7910,4/13/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,273,260.9,274,258,18573,4/13/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,660,645,660,637,923,4/13/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,635,630,641.5,620,87,4/13/2023
API POWER COMPANY LIMITED,Hydro Power,API,267.3,257,268.2,256,103948,4/13/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,521,525,531,515.7,2756,4/13/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,861.9,810,863.5,810,6761,4/13/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,720,709.5,726,706,4049,4/13/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,584,570,590,559,3811,4/13/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,204.5,195,204.5,194,96331,4/13/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,284,274,288,273.1,69999,4/13/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1310.7,1285,1310.7,1280,1790,4/13/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,261.9,252,262.9,251,53662,4/13/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,600,610,612,600,227,4/13/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,327,315,332,314.6,16090,4/13/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,780.2,780.8,780.8,754.6,355,4/13/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,252,245,252,238.2,7939,4/13/2023
Himalayan Hydropower Limited,Hydro Power,HHL,302,292,307.9,285.2,10931,4/13/2023
Himalayan Bank Limited,Commercial Banks,HBL,234,232.7,234,227.7,21878,4/16/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,310.7,320,320.9,310.7,8640,4/16/2023
Everest Bank Limited,Commercial Banks,EBL,512,514,514,501,21569,4/16/2023
Siddhartha Bank Limited,Commercial Banks,SBL,264,260,264,255.1,17957,4/16/2023
Butwal Power Company Limited,Hydro Power,BPCL,315,320,322.5,314,7249,4/16/2023
Garima Bikas Bank Limited,Development Banks,GBBL,373,365,374.8,364,29837,4/13/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,325,323,335,322,48610,4/13/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,422,404,422,400,27694,4/13/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,551.1,539.1,560,539,7999,4/13/2023
Manjushree Finance Ltd.,Finance,MFIL,461,445,461.5,444,24835,4/13/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,350,337,350,336,62521,4/13/2023
Ridi Power Company Limited,Hydro Power,RIDI,324,314,329,313.1,70234,4/13/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,740,725,740,709.1,1309,4/13/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,637,625,637,613,406,4/13/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,531,508,531,505.7,5249,4/13/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,731.1,730,731.1,726,134,4/13/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,193,186.5,193,186.2,66764,4/16/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,730,733,766,721,50033,4/16/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,233,232.4,236.5,230.1,15160,4/16/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,249,259,268,247,151228,4/16/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,633,612,633,603,3779,4/16/2023
Janaki Finance Company Limited,Finance,JFL,372.2,377.2,384.4,372.2,2325,4/16/2023
ICFC Finance Limited,Finance,ICFC,428,429,437,422.3,8078,4/16/2023
Nepal Doorsanchar Company Limited,Others,NTC,805,819,829,805,15348,4/16/2023
Global IME Bank Limited,Commercial Banks,GBIME,190,189.9,192.6,188.9,72933,4/16/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,184,180.8,184,180,13340,4/16/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,319,319,325,313,12072,4/16/2023
Garima Bikas Bank Limited,Development Banks,GBBL,360,363,367,360,6279,4/16/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,325,327,327,319,23739,4/16/2023
Janaki Finance Company Limited,Finance,JFL,386,386,388,378.2,6417,3/20/2023
ICFC Finance Limited,Finance,ICFC,433.8,433,435,428,7496,3/20/2023
Nepal Doorsanchar Company Limited,Others,NTC,828.9,822,828.9,818,5523,3/20/2023
Global IME Bank Limited,Commercial Banks,GBIME,189.7,188.1,189.9,186.5,65565,3/20/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,179,180,181,179,31291,3/20/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,314,316,317,313,14520,3/20/2023
Garima Bikas Bank Limited,Development Banks,GBBL,355,362,362,355,4998,3/20/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,334,335.9,336,332,12577,3/20/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,390,395,395,386.3,18355,3/20/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,540,544,548,535,5486,3/20/2023
Manjushree Finance Ltd.,Finance,MFIL,448,452.8,454,445.1,12092,3/20/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,323.7,329,329,319.6,76905,3/20/2023
Ridi Power Company Limited,Hydro Power,RIDI,348,352,353,343.1,27917,3/20/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,711.5,709.8,711.5,687.1,343,3/20/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,624,620,635,620,253,3/20/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,498,500,502,493,1385,3/20/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,820,800,820,800,320,3/20/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,194.5,191.5,194.5,190,51533,3/22/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,740.1,723,740.1,721,113311,3/22/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,228.2,222,228.2,220.1,30212,3/22/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,229,226.2,231,225.2,28957,3/22/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,595,600,600,590,9662,3/22/2023
Janaki Finance Company Limited,Finance,JFL,386,389.9,392,376.4,9691,3/22/2023
ICFC Finance Limited,Finance,ICFC,430,429,441,424,12264,3/22/2023
Nepal Doorsanchar Company Limited,Others,NTC,830,819.5,833.9,813.4,11790,3/22/2023
Global IME Bank Limited,Commercial Banks,GBIME,190,187.9,192.9,186,89332,3/22/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,180.2,180,181.4,179.3,26482,3/22/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,316,312,320,312,9875,3/22/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,485,488,494,481.7,22297,4/16/2023
Sanima Bank Limited,Commercial Banks,SANIMA,248,246,251,244.1,43159,4/16/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,23529.8,23059.3,23529.8,23059.3,71,4/16/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2020,2000,2041,1982,13976,4/16/2023
Pokhara Finance Ltd.,Finance,PFL,363.2,368.5,376.9,363.2,4147,4/16/2023
NMB Bank Limited,Commercial Banks,NMB,233,235,236,232,15615,4/16/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,319,321,328.4,316,1873,4/16/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,318,318.5,325,316.1,2174,4/16/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,825,792,826,792,815,4/16/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,300,300,303.8,297,65738,4/16/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,615.5,605.1,617,603.2,501,4/16/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,276,275,278,272,7094,4/16/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,296,292,296,289,5296,4/16/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,588,605,605,588,882,4/16/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,256.6,262,265,256.6,1240,4/16/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,260.9,257.8,264,257.8,11269,4/16/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,640,630,640,627.1,796,4/16/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,619,618,619,618,188,4/16/2023
API POWER COMPANY LIMITED,Hydro Power,API,258,256.5,261,252.1,50157,4/16/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,515.1,519,519,510,1263,4/16/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,810,828.9,834.7,805,1208,4/16/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,696,708,713.9,696,1659,4/16/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,570,560,570,560,1423,4/16/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,192,193,198.9,192,50821,4/16/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,274,272.4,276.9,270,33774,4/16/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1280,1262,1280,1230,1504,4/16/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,257,251.5,257,248.5,20002,4/16/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,600,622.2,622.2,600,226,4/16/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,313,314,315,309,9466,4/16/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,765.2,745,765.2,735,482,4/16/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,241,238,246.6,236.3,4708,4/16/2023
Himalayan Hydropower Limited,Hydro Power,HHL,292,285.7,292,283.2,5974,4/16/2023
Himalayan Bank Limited,Commercial Banks,HBL,234,227.3,234,227.3,18972,4/17/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,322,318.9,322,315.1,8101,4/17/2023
Everest Bank Limited,Commercial Banks,EBL,514,513.9,514,507,17094,4/17/2023
Siddhartha Bank Limited,Commercial Banks,SBL,262,257,264,256.7,10251,4/17/2023
Butwal Power Company Limited,Hydro Power,BPCL,315.7,319,320,315.7,2877,4/17/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,490,481.7,493,480,14769,4/17/2023
Sanima Bank Limited,Commercial Banks,SANIMA,244,243,248.8,240.5,27367,4/17/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,23000,23000,23052,22600,210,4/17/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2010,1956,2010,1950,13348,4/17/2023
Pokhara Finance Ltd.,Finance,PFL,363.5,361,364.9,360,6980,4/17/2023
NMB Bank Limited,Commercial Banks,NMB,232,228.1,235,227.5,45894,4/17/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,318,314,318,308.4,3472,4/17/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,313.1,310.2,313.1,310.2,2025,4/17/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,791,780,791,765,1097,4/17/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,304,310,313.9,303.1,226646,4/17/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,607.1,598,607.1,590.1,2346,4/17/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,275,268.9,277,266.3,16117,4/17/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,290,290,294,286.2,4363,4/17/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,608,583,608,583,655,4/17/2023
Garima Bikas Bank Limited,Development Banks,GBBL,362,357.1,363,357,8413,3/22/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,335,329.8,336,328.6,24301,3/22/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,395,390.6,400,390.6,12263,3/22/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,548,540,554,540,3808,3/22/2023
Manjushree Finance Ltd.,Finance,MFIL,455,444,455,443,6267,3/22/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,322.5,325,334.1,322.5,65924,3/22/2023
Ridi Power Company Limited,Hydro Power,RIDI,356,348.5,356,347,19398,3/22/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,700,710,710,685,721,3/22/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,176.7,180,183,176.7,66954,5/11/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,709.9,709,711.9,707,22977,5/11/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,229,230,232,227,11554,5/11/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,264,263.8,264.5,260,26170,5/11/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,529,532,536,527,4117,5/11/2023
Janaki Finance Company Limited,Finance,JFL,355,348,363,342,4210,5/11/2023
ICFC Finance Limited,Finance,ICFC,399.1,403.6,405.9,399.1,3967,5/11/2023
Nepal Doorsanchar Company Limited,Others,NTC,799,790,799,774.2,40306,5/11/2023
Global IME Bank Limited,Commercial Banks,GBIME,185,182.3,185,182,30993,5/11/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,168,171,171.1,168,11915,5/11/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,300,296.7,300,296,5776,5/11/2023
Garima Bikas Bank Limited,Development Banks,GBBL,349,350,351,348,3821,5/11/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,320,318,320,315.7,11279,5/11/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,379,384.6,386,379,5499,5/11/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,503,506,511,501.5,3132,5/11/2023
Manjushree Finance Ltd.,Finance,MFIL,425,425,429.8,422.3,3240,5/11/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,325,326.9,327,322.1,15699,5/11/2023
Ridi Power Company Limited,Hydro Power,RIDI,275,271,278,271,13367,5/11/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,670.1,687,687,656,149,5/11/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,550,549.9,550,543,115,5/11/2023
